entity_text,entity_label,frequency
"800,000",NUMERIC,1
1.7 million,NUMERIC,1
the same period,NUMERIC,1
brits,NATIONALITY,1
wimbledon,COMPETITION,1
35 million,NUMERIC,1
the uefa women’s euro,CLUB,1
ten million and 6.5 million,NUMERIC,1
super bowl’s,COMPETITION,1
david struzzi,PLAYER,1
geo,MISC,1
leo,PLAYER,1
"4,504",NUMERIC,1
leo,CLUB,1
musk,CLUB,1
leo - orbital,CLUB,1
azam complex stadium,LOCATION,1
world cup qualifier,COMPETITION,1
may,NUMERIC,1
covid,PLAYER,1
joanna partridge,PLAYER,1
13 and 12,NUMERIC,1
13-year-old,NUMERIC,1
the holiest day,NUMERIC,1
jewish,NATIONALITY,1
british jews,NATIONALITY,1
the bbc world service,CLUB,1
just seven weeks,NUMERIC,1
tim davie,PLAYER,1
house of commons library,CLUB,1
late last year,NUMERIC,1
27%,MISC,1
great britain,LOCATION,1
13%,MISC,1
a house of lords,CLUB,1
lady scott,PLAYER,1
farage,PLAYER,1
matt russell,PLAYER,1
epassi uk,PLAYER,1
more than a quarter,NUMERIC,1
the past year,NUMERIC,1
fewer than half,NUMERIC,1
randstad international recruitment,CLUB,1
about a third,NUMERIC,1
pre-date,NUMERIC,1
the chartered management institute,CLUB,1
cmi,CLUB,1
the week,NUMERIC,1
five days,NUMERIC,1
alumira,LOCATION,1
harambee,NATIONALITY,1
alex alumira,PLAYER,1
"saturday, february 7, 2026",NUMERIC,1
elizabeth mideva’s,PLAYER,1
84th-minute,NUMERIC,1
the ulinzi sports complex,CLUB,1
the azam complex stadium,LOCATION,1
citizen digital,CLUB,1
alumirah,LOCATION,1
the kenya football federation (fkf,CLUB,1
football education and,CLUB,1
u17,CLUB,1
the 2024 world cup,COMPETITION,1
the dominican republic,LOCATION,1
mildred cheche,PLAYER,1
emily moranga,PLAYER,1
"monday, february 10",NUMERIC,1
the fifa u-20 women’s world cup,COMPETITION,1
"september 5 to 27, 2027",NUMERIC,1
the united states of america,LOCATION,1
korey dropkin,PLAYER,1
cory thiesse,PLAYER,1
6–5,NUMERIC,1
björn borg,PLAYER,1
greenland,LOCATION,1
cinderella,PLAYER,1
milan cortina,CLUB,1
team usa’s,CLUB,1
lad dropkin,PLAYER,1
lass theisse,PLAYER,1
pawwwl,PLAYER,1
the cortina curling center,CLUB,1
u-s-a,CLUB,1
lake placid,PLAYER,1
1980,NUMERIC,1
the college football playoff,COMPETITION,1
90 minutes,NUMERIC,1
rock league,CLUB,1
saudis,NATIONALITY,1
2034,NUMERIC,1
salt lake city,LOCATION,1
tiger stadium,LOCATION,1
cameron indoor,PLAYER,1
lambeau field,LOCATION,1
pat forde,PLAYER,1
college football enquirer,CLUB,1
the big ten network,CLUB,1
yahoo sports,CLUB,1
courier-journal,CLUB,1
forde,PLAYER,1
28,NUMERIC,1
associated press sports,CLUB,1
the best american sports writing,CLUB,1
1990,NUMERIC,1
pulitzer prize,MISC,1
the u.s. basketball writers association,CLUB,1
the football writers association of america,CLUB,1
stephen hoyle,PLAYER,1
anna leat,PLAYER,1
cassidy davis,PLAYER,1
a-league women's,CLUB,1
alw,CLUB,1
only four,NUMERIC,1
western sydney wanderers,LOCATION,1
commbank stadium,LOCATION,1
sportsground,CLUB,1
february 21,NUMERIC,1
women's asian cup. leat,CLUB,1
women's super league,COMPETITION,1
georgia ritchie,PLAYER,1
glendale,LOCATION,1
17-year-old,NUMERIC,1
a-leagues,CLUB,1
132,NUMERIC,1
claire adams,PLAYER,1
zoe karipidis,PLAYER,1
last weekend's,NUMERIC,1
kelli brown,PLAYER,1
emma bates,PLAYER,1
moses aduku,PLAYER,1
janet akekoromowei,PLAYER,1
u20,CLUB,1
falconets,LOCATION,1
the first half of last saturday’s,NUMERIC,1
abeokuta,CLUB,1
this wednesday morning,NUMERIC,1
a tough first half,NUMERIC,1
the second half,NUMERIC,1
the kingdom of morocco,LOCATION,1
stade lat dior,LOCATION,1
70 kilometres,MISC,1
zakia el grini,CLUB,1
karima khadiri,PLAYER,1
ihsane ennouajeli nouajli,PLAYER,1
zoulaikha harmasse,PLAYER,1
oumou souleymane kane,CLUB,1
mauritania,LOCATION,1
kenyan,NATIONALITY,1
alice kimani,PLAYER,1
5pm,NUMERIC,1
6pm nigeria time,NUMERIC,1
september,NUMERIC,1
adidas,CLUB,1
scandinavia,LOCATION,1
nordic shield maidens,MISC,1
skjaldborg,CLUB,1
oslo,CLUB,1
tigerstaden,MISC,1
beth mead,PLAYER,1
kim little,PLAYER,1
katie mccabe,PLAYER,1
the uefa women’s champions league final,COMPETITION,1
the uefa women’s champions league,COMPETITION,1
adidas stores,CLUB,1
the arsenal football club limited,CLUB,1
bodak yellow,MISC,1
stefon diggs,PLAYER,1
audemars piguet,MISC,1
little miss drama tour,MISC,1
"between $445,000 to $551,000",NUMERIC,1
18-carat,MISC,1
feb. 9,NUMERIC,1
benny the jeweler,PLAYER,1
33-year-old,NUMERIC,1
nearly seven years,NUMERIC,1
grammy,MISC,1
kulture,CLUB,1
blossom,PLAYER,1
14 months,NUMERIC,1
feb. 8,NUMERIC,1
the new england patriots,CLUB,1
the couple of one year,NUMERIC,1
the seattle seahawks,CLUB,1
vince lombardi trophy,PLAYER,1
nat herz,PLAYER,1
fasterskier,CLUB,1
predazzo,CLUB,1
time,CLUB,1
nfl football,CLUB,1
nhl,CLUB,1
pga,CLUB,1
wcw wrestling,CLUB,1
team figure skating,MISC,1
lindsey vonn,PLAYER,1
milano-cortina,CLUB,1
world cup champion,COMPETITION,1
world champion,CLUB,1
jonna sundling,PLAYER,1
team usa,CLUB,1
20th,NUMERIC,1
sammy smith,PLAYER,1
26th,NUMERIC,1
lauren jortberg,PLAYER,1
olympic skiathlon,MISC,1
the day in 17th,NUMERIC,1
kern 6th,CLUB,1
jortberg,LOCATION,1
sanford,LOCATION,1
eileen gu,PLAYER,1
zoe atkin,PLAYER,1
brandon kim,PLAYER,1
kristine stavass skistad,PLAYER,1
2025 world cup sprint,COMPETITION,1
jasmi joensuu,PLAYER,1
joenssu,CLUB,1
skistad’s,CLUB,1
joensuu,CLUB,1
quarterfinal 2,MISC,1
nadine faehndrich,PLAYER,1
the day’s,NUMERIC,1
caterina ganz,PLAYER,1
johanna matintalo,PLAYER,1
laura gimmler,PLAYER,1
julie bjervig driveness,PLAYER,1
her day,NUMERIC,1
federica cassol,PLAYER,1
ita,CLUB,1
sprint semifinals kern,MISC,1
"svahn, sundling",CLUB,1
skistad. sundling,CLUB,1
hte,CLUB,1
driveness,CLUB,1
skistad and kern,CLUB,1
six months ago,NUMERIC,1
massuchessetts,PLAYER,1
the olympic classic sprint,COMPETITION,1
the irish football association,CLUB,1
the fifa women’s world cup 2035,COMPETITION,1
irish fa,CLUB,1
scottish fa,CLUB,1
monday 2 february,NUMERIC,1
the clearer twist national stadium,CLUB,1
windsor park,LOCATION,1
belfast,LOCATION,1
63 million,NUMERIC,1
two hours,NUMERIC,1
4.5 million,NUMERIC,1
all together,MISC,1
2035,NUMERIC,1
thursday 30 april 2026,NUMERIC,1
76th,NUMERIC,1
vancouver,LOCATION,1
xinhua 10 feb 2026,CLUB,1
13:47 gmt+10,NUMERIC,1
the yiwu international trade market,LOCATION,1
zhejiang province,LOCATION,1
brazilian,NATIONALITY,1
matheus,PLAYER,1
two-month,NUMERIC,1
"5,000 to 10,000",NUMERIC,1
luo tianle,PLAYER,1
50 to 60,NUMERIC,1
1 million yuan,NUMERIC,1
"about 144,000 u.s. dollars",NUMERIC,1
just one week,NUMERIC,1
luo,PLAYER,1
north american,NATIONALITY,1
as early as,NUMERIC,1
may 2025,NUMERIC,1
wen congjian,PLAYER,1
over 2 million,NUMERIC,1
qatar world cup,COMPETITION,1
chen shaomei's,PLAYER,1
roughly 15 percent,MISC,1
chinese new year holiday,COMPETITION,1
chen,PLAYER,1
later this year,NUMERIC,1
about 30 percent,MISC,1
wu xiaoming,PLAYER,1
the last world cup,COMPETITION,1
just 50 days,NUMERIC,1
two-decade,NUMERIC,1
yiwu customs,CLUB,1
20.3 percent,MISC,1
11.65 billion yuan,NUMERIC,1
kash patel,PLAYER,1
january 23,NUMERIC,1
canadian,NATIONALITY,1
ryan wedding,PLAYER,1
latin american,NATIONALITY,1
russian,NATIONALITY,1
sergei lavrov,PLAYER,1
mike frey-imagn images,PLAYER,1
sebastian korda,PLAYER,1
michael zheng,PLAYER,1
u.s,LOCATION,1
seoul,LOCATION,1
south korean,NATIONALITY,1
new york - technology,LOCATION,1
nvidia,CLUB,1
antholz,LOCATION,1
election year,NUMERIC,1
donald trump’s,PLAYER,1
board of peace,CLUB,1
jared kushner’s,PLAYER,1
the state department,CLUB,1
the palestinian authority,CLUB,1
benjamin netanyahu,PLAYER,1
the oslo accords,MISC,1
hebron,LOCATION,1
a few thousand,NUMERIC,1
strip,LOCATION,1
marwan barghouti,PLAYER,1
2002,NUMERIC,1
2004,NUMERIC,1
66-year-old,NUMERIC,1
40 years,NUMERIC,1
the israel defense forces,CLUB,1
khalil shikaki,PLAYER,1
mahmoud abbas,PLAYER,1
khaled meshaal,PLAYER,1
49 per cent,NUMERIC,1
36 per cent,NUMERIC,1
abbas,PLAYER,1
13 per cent,NUMERIC,1
58 per cent,NUMERIC,1
39 per cent,NUMERIC,1
the years,NUMERIC,1
yasser arafat,PLAYER,1
fadwa barghouti,PLAYER,1
ramallah,LOCATION,1
jerusalemites,LOCATION,1
35-year-old,NUMERIC,1
the past three winters,NUMERIC,1
fadwa,CLUB,1
the general union of palestinian women,CLUB,1
fatah,CLUB,1
the age of 18,NUMERIC,1
kahanist,NATIONALITY,1
itamar ben-gvir,PLAYER,1
ben-gvir,PLAYER,1
meggido,PLAYER,1
this past autumn,NUMERIC,1
bono,PLAYER,1
vintage/penguin,CLUB,1
ami ayalon,PLAYER,1
shin bet,PLAYER,1
navy,CLUB,1
ayalon,CLUB,1
an election year,NUMERIC,1
gazans,NATIONALITY,1
west bank,LOCATION,1
